id,Title,label
859,"S-Oil, 3분기 영업익 5532억…전년比 376.1%↑",1
1245,"S-Oil, 2Q 실적 개선 제한적…목표가↓",-1
751,‘독사과’의 공포…글로벌 증시에 퍼졌다,-1
1631,"홍란, 선두 ""메이저 타이틀 욕심난다""",0
118,"현대오일뱅크, 보너스카드 고객에 '카봇' 반값 할인이벤트",0
478,"에쓰오일, 추석 맞아 저소득가정에 송편·선물꾸러미 전달",0
1647,"판타스틱 듀오2'클론, 데뷔 21년 만에 최초 라이브 무대 공개",0
1645,"어벤져스: 인피니티 워' 주연 배우들, '노 스포일러' 캠페인 동참 영상 공개",0
1043,국내 30대 그룹…덩치 클수록 고용증가율↑,1
441,"한화테크윈-GE, 가스터빈 패키지 협력 MOU 체결",1
589,"비오템, '세럼 속 탱탱오일', '바디 오일 미스트' 출시",1
940,"대한해운, 에쓰오일과 381억원 원유운반선 항해용선계약 체결",1
1273,"김형 대우건설 사장, 임직원들과 치맥…'소통 행보'",1
742,"KCGI ""대한항공 신용등급 6년전 A0로 올려야 年이자비용 1200억 줄인다""",0
285,"에쓰오일, 소외이웃 돕는 푸드뱅크 차량에 유류비 지원",0
437,"에쓰오일, 장애 청소년에 학습 보조기구 지원",0
46,"가스公, 中企 말레이시아 시장 진출 지원",1
488,"""광복 70년 축하""…에쓰오일, 사옥에 33m 대형 태극기 내걸어",1
1085,30대 그룹 상반기 39조 투자…전년比 32%↑,1
1077,"정유사들, 4분기부터 실적 개선 전망",1
1459,소외된 것을 바라보는 눈…팀 아이텔 개인전,0
138,"BC카드, 리터당 최대 150원 할인…'부자되세요 더 오일 카드' 출시",1
1301,"호텔 마리나베이코업스위트, 17일 사전 예약 투자자 관심 뜨거워",1
836,"S-Oil, 2018년 정유·화학업종 내 최선호주…배경은",1
307,"[S-Oil 컨콜] ""파라자일렌 공장 가동률 하반기에 높아질 것""",1
1115,코스피 6거래일만에 2100선 회복‥외인 610억 순매수,1
1139,"에쓰오일, 공연예술 후원금 2억 전달",0
1045,"NH투자증권, 테헤란로WMC 해외선물 투자세미나 개최",1
1503,"백지영, 신곡 '약도 없대요' 곡에 취하면 약도 없어요",0
1222,"[新지배구조 시대]한진, 통합지주사 출범 시나리오는",1
996,올여름 보너스로 중간배당주 쏠쏠,1
878,"[특징주]유가 상승에 정유株 웃고, 항공株 울고",0
160,"에쓰오일, 위기에 더 쓴다",1
1620,"전인지, 3승 ""봤나? 이정민""(1보)",0
1339,[유럽마감]우크라이나 사태 우려 등으로 하락…英 0.26%↓,-1
434,"대성전기공업, 내년 상반기 코스피 상장 추진",1
139,"신한카드, 항공 마일리지 특화 상품 '에어' 출시",1
1545,"오지현 '청라행'…""내셔널타이틀 방어하러~""",0
1135,"[종목 포커스]SK이노베이션, 정제마진 개선에 실적 기대감",1
1546,"[골프토픽] 최혜진 ""5계단 점프 '넘버 21'~""",0
1262,"대우건설, 이탈리아 사이펨社와 LNG 분야 전략적 협력관계 구축",1
1636,"전인지 ""1년 만에 우승 입맞춤""",0
83,"대기업 신용평가, 국내외 괴리 커…4.8등급 차이",-1
1574,"[KLPGA투어 결산] '4관왕' 이정은6 ""新골프여제의 탄생""",0
848,"키움증권, 연 15% 수익 추구 한국전력·에쓰오일 ELS 판매",1
944,"<아경TV> 실적 시즌, 예상보다 잘 나온 기업들을 보니?",0
75,"농협, 석유 유통 개선으로 영농비 절감 '일석삼조'",1
933,"외국인, 삼성전자株 폭풍쇼핑",1
1432,"광주·전남도 주최, 신재생에너지 총집결 ‘SWEET 2014’ 개막",1
1587,"오지현의 타이틀방어 ""아일랜드는 내 구역""",0
1431,"S&P, S-Oil 신용등급 'BBB' 유지…""안정적 전망""",1
811,"네이버, 매출의 4분의 1 R&D에 투자…500대 기업 中 '톱'",1
661,"S-OIL, '구도일' 캐릭터로 애니메이션 제작",0
764,"[특징주]정유주, 유가 폭락에 약세",-1
541,"S-OIL, 설맞이 '사랑의 떡국나눔' 봉사활동 진행",0
713,"외국인, 3주 연속 '팔자'…삼성전기 사고 삼성전자 팔고",0
722,"정유주, ‘IMO 규제 강화’에 수요 확대 기대감",1
1650,"‘컴백’ 구구단 샐리, 매혹적 자태 뽐내 ‘남심 저격’",0
222,"S-OIL, 2019년 2Q 영업손실 905억원…'어닝쇼크' 기록",-1
1536,"박인비 ""이번에는 4전5기""…'국내 넘버 1' 최혜진은?",0
1121,"삼성證, 에쓰오일 목표주가 9만4000원으로 상향",1
1080,[특징주]유가 배럴당 50달러 눈앞‥정유·화학株 동반 강세,1
480,카카오페이 출시 1년만에 누적 거래건수 1000만건 돌파,1
392,"신라스테이 천안, 군인 동행 투숙객 15% 할인",0
1143,전통 고배당주 '빈손' 주의보…실적 따져봐야,-1
935,"한국가스공사, 이라크 키르쿠크 가스배관 사업 정산완료",1
684,"[이번 주 유가동향] 휘발유, 15주 연속 하락세 마감",-1
367,[인사]S-OIL,0
904,"삼성증권, '삼성 레버리지 WTI원유 선물 ETN' 신규 상장",1
1369,"함평군 “흙이 곧 농사, 토양검정 받으세요”",0
1034,"거래소, 한국도로공사와 상호 협력 MOU 체결",1
506,"[갤럭시S6출시]""동네슈퍼서도 되는 삼성페이, 지갑보다 편하다""",1
1428,물류기능 인력 양성사업 지원학교 추가 모집,-1
1197,대형주 하락에 공매도는 싱글벙글,0
547,"S-OIL, 34년 만에 적자…지난해 영업손실 2589억(상보)",-1
102,"""쇼핑·주유·통신 모든 혜택 다 담았다""…하나카드, 1Q카드 올인 출시",1
1624,"[명품컬렉션] ""비거리와 관용성"" 타이틀리스트 915",0
1403,광주U대회 성화 국내 봉송길 올랐다,0
1283,[이젠 바꿔봐요] 자연현상에 비춰본 한국의 사회현상,0
201,120만 대체거래선 정보로 日수출규제 뚫는다,1
1433,미리보는 에너지산업 한마당 ‘SWEET 2014’,1
964,답답한 증시' 코스피 강보합 마감…삼성전자만 이틀째 52주 최고가 경신,1
837,"올해 10배 오른 신라젠, 20만원대 넘본다",1
94,사랑의 송편 나누기'로 親韓 경영 나선 알 감디 에쓰오일 대표,1
1370,"광주시, 풍영정천 수질오염사고 ‘발빠른 초동대응’으로 영산강 확산 막아",0
1130,[종목포커스]국제유가 급등에 울고 웃는 종목들,1
106,"외국인 직접투자, 1분기에도 증가세…전년比 19.3%↑",1
1411,실검 1위 '이하늬 마유크림' 대체 뭐길래…어떤 화장품인가 봤더니,1
961,"삼화페인트공업, 유성 발수제 조성물 관련 특허 취득",1
740,"S-Oil, 보통주 150원·종류주 175원 결산배당",1
696,▶사우디 '아람코' 폭등 경주마! 품절예정株! 확인必,1
987,"[증시 상반기]웃픈 '삼성', 코스피 영업이익·영업적자 모두 1위",0
856,"[기업지배구조 대해부]시총 최상위 삼성·SK, 배당은 찔끔",-1
317,"포스코대우, 글로벌 에너지전문기업과 미얀마 가스전 2단계 개발 박차",1
885,"文정부 발 맞추기…중간배당 상장사, 20% 늘었다",1
319,"정유업계, 中 물량 공습 경보",-1
893,정부 정책에 따른 증시의 변화··· ‘성장보다 분배’,0
445,"에쓰오일, 희귀질환 어린이 '제주 희망나눔 캠프' 개최",1
504,"성공불융자가 뭐기에…경남,SK에 이어 다음은 어디?",1
100,"기업은행, 'IBK 하이패스&오일카드' 출시",1
269,[인사]SK그룹,0
843,"[클릭 e종목]S-Oil, 외형성장+배당 매력",1
627,"한진그룹, 에쓰오일 지분매각 등 3조6000억원 자금조달",1
1580,"김지현과 이정은6, 김해림 ""3퀸 시대""",0
1570,"[김현준의 포토레슨] 김지현의 롱 아이언 샷 ""스윙 키는 부드러운 템포""",0
19,맑은하늘' 서울은 전기車로…보조금 지원·인프라 구축 늘린다,1
1469,‘김환기 22억 점화’ 서울옥션 홍콩세일 출품,0
594,"S-OIL, 멸종위기 천연기념물 어름치 지킴이 활동",0
271,동아시아 11개국 해양환경 보전 의지 다져…'일로일로 선언문' 채택,1
1661,"유남규, 실업팀 에쓰-오일 탁구단 감독 겸임",0
186,편백잎 정유(essential oil)서 아토피치료물질 첫 발견,1
957,"연말 다가올수록 배당주가 호황, 분석해보면?",1
628,[이번 주 유가흐름] 주유소가격 15주 연속 하락,-1
12,가짜·부적합 석유 적발업소 494곳…자영알뜰주유소 많아,-1
1181,"장 종료 후 ""이 공시 눈에 띄네""(코스피-1일)",0
587,"S-OIL, 천연기념물 수달 장수하늘소 보호활동",1
701,"코다코, 북미 자동차와 654억 규모 부품 공급계약 체결",1
1064,"[특징주]정유株, 국제유가 상승 소식에 강세",1
672,"한진그룹, 에쓰오일 지분매각 등 3조6000억원 자금조달",1
763,"코스피, 나흘째 하락 2060선으로…삼성바이오 6.7%↑",-1
1520,[낱말의 습격]호를 STOP라 지은 사나이(212),0
1153,30대그룹 고용기여도 5%…삼성 1위,1
966,"[특징주]정유·화학株, 국제유가 급등에 강세",1
420,"에쓰오일, 이달부터 '에탄올 워셔액' 출시",1
871,[주간추천종목]하나금융투자,
1070,"[골드메이커]""해외옵션 투자는 어떻게?""",
206,"S-OIL, 해외대회 참가 장애인 ‘감동의 마라톤’ 발대식",
1180,"[특징주]S-Oil, 등급전망 하향에도 '급등'",
998,"대우건설, 이란 정유시설 등 115억달러 규모 공사 MOU",
312,"재계, 국내 투자 확대로 文대통령에 화답하나",
283,3분기 석유제품 수출물량 '3년만에 사상최대치 경신',
881,[주간추천종목]하나금융투자,
310,해외서 리콜된 95개 제품 국내 유통…아동·유아용품 가장 많아,
1323,[르포]美 셰일가스 전초기지 텍사스·오클라호마를 가다,
1005,"브렉시트, 잔류로 결정되면 '숏커버링' 종목에 접근하라",
328,원화 덮친데 유가 덮쳤다 '차화정 비명',
1524,올가을 '놈코어(Normcore)' 패션이 유행이라는데…,
364,"에쓰오일 온산 고도화설비, 실적 효자 기대감",
1400,"30대 그룹 고용, 직원 수 1년 새 0.8% 증가했다…""사실상 답보 수준""",
1289,"서울시, 대우조선해양 마곡부지 쪼개 판다",
340,에쓰오일 1분기 영업이익 2555억원 '전년比 23% 감소',
879,"2분기 상장사 절반, 기대보다 잘했다",
1353,"종로구, 2020년 주민참여예산 사업 공모",
1593,"""벌써 3승"" 김지현 ""이번엔 메이저~""",
1248,"""S-Oil 상승 여력 제한적“-UBS",
1219,"S-OIL, 주당 150원 현금배당 결정",
1119,""" S-Oil 1분기 영업익 예상치 상회…목표가 상향""",
601,"에쓰오일, ‘사랑의 송편나눔’ 봉사활동 진행",
982,"[특징주]정유화학株, 국제유가 상승에 강세",
374,에쓰오일 작년 매출 28% 증가…환율 탓에 영업익 줄어(상보),
1343,"강북구, 친환경 보일러 설치비용(20만) 지원",
1492,파리오페라발레 박세은 '프르미에르 당쇠즈' 승급,
1504,"[전시]권옥연 회고전, 박기원·인자오양 개인전",
577,"[2014 연비왕] ""정속 주행이 1등 비결""",
784,"액트로, 28일 코스닥 상장…""2020년 매출 2500억 달성""",
1357,"현대OIL, 5번 재판 끝에 '판정승'…한화, 300억 물어줄 처지",
1365,전남농협 NH-OIL 광주·전남 주유소장 협의회 개최,
989,"[특징주]정유·화학株, 국제유가 상승에 강세",
1141,"S-Oil, 1조2000억 규모 공급계약 체결",
772,"[클릭 e종목]""정유·화학 3분기 영업익 크게 감소할 것""",
1443,케이옥션 7월 경매…대동여지도·호크니 아이패드 드로잉 출품,
1470,‘순수한 감정에 대하여’…어른이 날 展,
574,"[2014 연비왕]""탄력운전·관성운전이 부문 1등 비결""",
749,"[특징주]일진머티리얼즈, 사상최대 이익 전망에 강세",
1642,"前 미쓰에이 지아, 싱가포르 부호 엘로이와 열애",
1315,강서권 오피스텔 세대교체…오피스텔도 '마곡 시대',
991,"[클릭 e종목]S-OIL, 9월까지 주가 모멘텀 약해",
248,"S-OIL, 서울시 사회복지협의회에 1억3700만원 기부금 전달",
1384,[뉴아시아]건설사는 집짓는 회사(?)…기획·운영 팔방미인 되라,
1596,"김지현 ""내친김에 메이저까지""",
97,"삼성카드, '신세계 대구라이프 카드' 출시",
345,SK 석유화학 계열사 평균연봉 1~4위 휩쓸어,
1048,"투자 지표 외국인, 연말 어떤 종목 주로 담았나?",
440,여름철 데크 관리는 어떻게 해야 할까,
11,동아시아 11개국 해양환경 보전 의지 다져…'일로일로 선언문' 채택,
1175,"유가하락 직격탄 정유株, 부활 신호탄",
86,"[바닥 찍은 조선]3대 환경규제, 올해 하반기 발주에 불 지핀다",
400,"에쓰오일, 구도일 패밀리 경품 대잔치",
714,"""삼성은 누가""…회계법인들, 준비 분주",
733,"[클릭 e종목]""세진중공업, 사업영역 '플랜트'까지 확대…목표가 상향""",
277,"정유사 효자 파라자일렌, 내년에도 호황 이어지나",
1065,[주간뉴욕전망] 2% 무너진 美금리…금리인상 물 건너갔다?,
171,"하나SK카드, '모바일카드 오프라인 가맹점 캐쉬백' 이벤트",
95,서울 신재생에너지 생산·거래량 늘었다,
1060,"[골드메이커]S-Oil, 3Q 실적 부진...유가·정제마진↓",
698,"▶사우디 '아람코' 上 받고 최소 8배 갈 국내 수혜주, 지금 묻어 놓으십시오",
133,"잘나가던 정유·화학업계, 웃음 거두나",
68,"가스公, 중소기업 해외 판로개척 지원 앞장",
930,30대 그룹 관료 출신 사외이사 비중 43%…전년比 1.8%p↑,
622,"S-OIL, 담도폐쇄증 어린이 치료에 2억5000만원 후원",
1088,"현대중공업, 쿠웨이트 정유공장 공사 낙찰 통지서 접수",
732,"정유·에너지·화학, 목표주가 뚝뚝…",
1078,"동성화인텍, 세계 최초 BOR 0.085% GTT 인증 취득",
787,"S-Oil, 올 2분기 영업익 4026억…전년동기대비 243.3%↑",
1486,축적된 시간의 풍경' 허수영 개인展,
1657,"겟잇뷰티' 이하늬 마유크림 언급, 효능 살펴보니…",
333,"쿠팡 ""국내 최대 'RC 완구 전문관' 오픈""",
1061,기관+외인 쌍끌이 매수…코스피 2030선 탈환,
1547,"최혜진 역전우승 ""벌써 3승째""",
1016,"코스피, 1.22p 내린 2014.71 마감(0.06%↓)",
808,"S-Oil, 1분기 영업익 2555억··· 전년比 23.4% 감소",
349,"에쓰오일 온산 고도화설비, 실적 효자 기대감",
96,"KEB하나은행, 개인사업자 위한 '하나멤버스 1Q카드 Business' 출시",
992,"국내 30대 그룹, 지난해 해외판매↓…수출 적신호",
1124,"""정유株, 이익 회복 가시성 높아져""",
403,[인사]S-OIL,
502,"중기중앙회, 중동 시장개척단 참가업체 모집",
583,"S-OIL, 11월 한 달간 '노란경품대잔치'",
1225,"한진, 정유·바이오 버렸지만…신용등급 개선은 제한적",
1112,6月 중간배당에 쏠리는 투심…배당株 달아오르네,
1013,"대우건설, 이란 정유시설 등 115억달러 규모 공사 MOU",
519,"성공불융자가 뭐기에…경남,SK에 이어 다음은 어디?",
670,"사우디 아람코, 한진 보유지분 매입 ""S-OIL 성장 지원""",
1117,30대그룹 비업무용 부동산 30조 돌파…2년새 15%↑,
320,에쓰오일 천연기념물 지킴이 발대식 '환경단체 2억5000만원 후원',
1203,"정유주, 美 석유 수출 자율화 수혜 기대..S-Oil 강력 매수",
1188,내년 신용등급 차별화 확대…취약 업종 '덜덜',
1426,편백잎 정유(essential oil)서 아토피치료물질 첫 발견,
630,"S-OIL, 헬기 추락 순직소방관 유족에 총 1억5000만원 위로금",
600,"롯데마트, 추석 명절 상품권을 잡아라",
544,"최악의 실적 정유사 ""성과급은 무슨…""",
924,"웰크론한텍, 243억 규모 공급 계약",
1084,[골드메이커]8월 21일 아경TV 재테크 소식,
1407,‘승용차 선택요일제’ 각종 혜택 쏠쏠…연간 95만원 절약,
605,"S-OIL, 순진 소방관 자녀에 장학금",
166,"[머니VIEWS]오일펀드, 몰빵보다 끊어 사라",
1622,"허윤경, 2위 ""레이스는 이제부터~""",
314,"S-OIL, 대학생 천연기념물 지킴이단 40명 선발",
1382,"서울시, 에코마일리지로 322억 아꼈다",
1244,"웰크론강원, 쿠웨이트 국영 정유기업 납품자격 획득",
1127,신용등급 오른 곳 없다…대기업들 줄줄이 강등,
427,"[조선 바닥찍었나]친환경선박 3대 규제 적용…""수주절벽 벗어나나""",
1086,"NH투자증권, 미국원유생산기업(합성H) ETF 거래 이벤트",
875,"[특징주]S-Oil, 미국 허리케인 '하비' 영향으로 '52주 신고가'",
1215,"[마켓포커스]SK이노베이션, 저점 기대감에 반등",
653,"[新지배구조 시대]한진, 통합지주사 출범 시나리오는",
1374,"전남대 오종택 교수, 2016 대한설비공학회 아시아 학술상 수상",
580,[2014 연비왕]에코 드라이버들의 축제 '원조 연비왕대회' 성황리 개막,
381,에쓰오일 2017년 영업익 1조4625억원 9.5% 감소(1보),
525,"에쓰오일, 발달장애 청소년 오케스트라에 1억원 후원",
1437,[부고]이창재 S-OIL 부사장 빙모상,
741,"외국인, 코스피 팔고 코스닥 사고",
252,"S-OIL, 국내 주유소 최초 스마트 무인편의점 열어",
278,에쓰오일 교통사고 피해 화물차 운전자 자녀들에게 장학금,
450,"[단독]허동수 회장, GS칼텍스 이사회 의장 사임",
1083,"관료출신 사외이사, 韓30대그룹 39% VS 포춘 100대기업 9.9%",
876,北 중거리 탄도미사일 발사…시총 상위주 '우수수',
1177,"신한금융투자, ‘신한명품 분할매수형 ETF랩 3.0(원유)’ 모집",
1089,30대그룹 계열사 10곳 중 7곳 여성 임원 ‘제로’,
1560,"[명품컬렉션] 타이틀리스트 TS2와 TS3 ""토머스의 신무기""",
1613,"전인지, 선두 ""5승 찜이야~""",
459,"동국제강, 철근에 브랜드 입힌 까닭",
1291,"""올해는 우리의 해"" 원숭이띠 건설CEO 활약상 주목",
746,"에쓰오일, 올해도 고배당 가능할까",
1212,기대컸지만 중간배당 뚜껑 열어보니…,
557,"관세청, 국내 4대 정유사와 양해각서(MOU) 체결",
564,"현대글로비스, S-OIL과 1300억원 규모 원유 운송계약",
609,"적자수렁 빠진 정유업계, 2분기 최악",
1455,[장석원의 시와 음악의 황홀 속으로 14]크라프트베르크와 탠저린 드림,
1252,“S-Oil 목표가 6만5000원으로 하향”-CLSA,
1081,"어, 슈퍼개미도 왔네…턴어라운드株",
1250,"골드만삭스""S-Oil 매도 지속,목표가 4만9000원”",
754,얼어붙은 증시' 새해 첫 거래일에 코스피 2010선 턱걸이,
728,"[클릭 e종목]""액트로, 멀티 카메라 탑재율↑…수혜 예상""",
162,히말라야 유용식물자원 활용 길 열렸다,
1052,"[美금리 쇼크]外人 코스피 순매도 규모, 이달들어 2조 돌파",
257,"S-OIL, 저소득가정 화재피해복구에 5000만원 전달",
237,"S-OIL, '2019 S-OIL 챔피언스 클럽' 시상식 개최",
1483,‘쩐쩐긍긍’하는 세상아 보아라,
1612,"타이틀리스트 816H ""롱게임은 내가~""",
405,"일진머티리얼즈, 차세대 전기車용 일렉포일 'I2S' 개발",
155,"펀드 매니저, 환매 압박에도 러브콜 보낸 종목은",
397,[르포]美 셰일가스 전초기지 텍사스·오클라호마를 가다,
1475,래빗홀을 따라 환상의 세계로,
1033,기업들의 4분기 성적표 '털썩'…동원F&B 예상치 99.98%↓,
1526,"오윤아 누드톤 스커트·시스루 블라우스 입고 ""남자들의 로망"" 패션 선보여",
1482,"[카드뉴스]마흔 넘은 독수리는'환골탈태'한다는데, 진짜일까",
239,"정유업계, 역대 1분기 최고 수출물량 기록",
551,"S-OIL, 청계산 정상 결의 ""위기를 기회로""",
817,"코스피, 2440선 회복…전기·전자 업종만 '하락'",
1490,"불안하고 초조하며 순수하고 호기심 가득찬, 소녀 탐구생활",
1255,SK이노베·GS 롱 포지션 vs S-Oil 숏-차타드,
840,국제유가 상승·실적 개선세 지속 기대…정유株 동반 상승,
827,"[클릭 e종목]""수주 확대 필요…대림산업 목표주가 하향 조정""",
1425,"대법 “LPG 담합, 공정위 과징금 부과 정당”",
486,"포스코엔지니어링, 베트남 가스플랜트 건설 수주",
1584,"김지현 선두 ""4승 챔프 찬스~""",
842,"[클릭 e종목]""에쓰오일, 긍정적 실적 기대돼""…목표주가↑",
866,하비' 한 달…3분기 정유株 호조 예상 속 '신중론'도 등장,
315,"포스코대우, 올해도 인도네시아 파푸아 1000여명 의료봉사",
477,"G마켓, 온라인 최초 '한국타이어' 단독 입점",
173,"우리카드, 군인연금증카드 신규 발급 1만좌 달성",
463,"현대오일뱅크, 보너스카드 고객에 '카봇' 반값 할인이벤트",
1160,"[특징주]정유주, 유가 반등에 일제히 강세",
943,"제이엔케이히터, 209억원 규모 산업용가열로 공급계약 체결",
558,아이구머니 기름값에 미끄러진 정유사 비명소리,
376,"[에쓰오일 컨콜] ""中정유사 가동률 이미 최고 수준 도달""",
1263,"대림산업, 3Q 연결 영업익 2230억…전년比 9%↑",
5,"文대통령 ""미래 공동번영·상생 기대""…사우디 왕세자 ""韓, '형제의 관계'"" 우호관계 강조(종합)",
1026,[주간추천종목]신한금융투자,
735,"정유株, 정제마진 상승에 흑자전환 기대감↑",
582,"S-OIL, 부상소방관 30명에 치료비 지원",
1468,야수파 거장 ‘모리스 드 블라맹크’ 국내 첫 단독展,
606,"박봉수 에쓰오일 부사장, “비용절감은 필수, 효율성에서 경쟁력 찾겠다”",
1575,"미스 60' 이정은6 ""12언더파의 비밀""",
731,"외국인, 2주 연속 순매수 지속…삼성전자 러브콜도 이어져",
540,"S-Oil, 최악 적자에도 지갑 더 푸는 까닭",
335,"[에쓰오일 컨콜] ""2분기 윤활기유 스프레드 하향조정될 것""",
999,"삼성자산운용, 홍콩 원유 선물 ETF 상장",
1510,박수근 '귀로' 경매 나온다…추정가 6억원대,
972,"웰크론강원, 에쓰오일 울산공장에 폐열회수보일러 2기 공급",
1224,"S-Oil, 올해 지배구조우수기업 대상",
1449,[전시 안내] <박지혜 '그곳에 아무도 없다'> 外,
254,"""기름값 내릴땐 '찔끔', 오를땐 '확'""…기름값 상승 우려 ↑",
603,"S-OIL, 이달부터 등유 주문 접수 ""배달 판매 활성화""",
1553,"박지영 역전우승 ""내가 얼리버드~""",
1500,검은 돌·달항아리·붉은 산수화…다음달 현·백·홍展,
389,스타벅스 새해 맞아 신상품 출시,
157,"KB국민카드, 에쓰오일 주요소와 '비컨 서비스' 시범 실시",
218,"S-OIL, 故 석원호 지방소방장 유족에게 위로금 3000만원 전달",
158,"S-OIL, 우수 주유소·충전소 '챔피언스클럽' 시상",
195,12월 정제마진 -0.2…집계 후 월 평균 첫 마이너스 기록,
232,S-OIL 신임 CEO에 후세인 에이 알-카타니,
